price,ma5,ma10,ma20,ma60,high20,low5,vol_ratio,avg_range20,momentum20,momentum5,close_position,upper_shadow,lower_shadow,gap,ma10_dist,ma20_dist,high20_dist,amount,turnover,day_ret,low,fwd_1d_close_ret_pct,fwd_3d_close_ret_pct,code,name,trade_date,pe,pb,market_cap,is_theme,is_core_theme,is_satellite_theme,theme_tier,concepts,score,amount_score,quality_score,strategy,strategy_name,rank,recommendation_score,strategy_hits,hit_count,reason,recommend_rank
63.26,60.246,56.91799999999999,54.211,42.187333333333335,64.09,51.0,1.1607979024746706,8.56350677784318,35.66373579240832,8.99379738111648,0.8734177215189877,0.12658227848101233,0.474683544303798,0.27494743651949705,11.142345128079015,16.692184243050306,-1.295053830550799,1861040117.0,9.55,2.31,60.5,-3.651596585520067,-14.100537464432495,603031.SH,安孚科技,2026-06-03,36.39,6.91,19454943238.0,True,True,False,core,"['CPO概念', 'AI芯片']",4.415215,12.21374,4.415215,main_theme,主线三日趋势承接,1,619.0,"main_theme,broad_trend",2,"命中主线三日趋势承接、宽基趋势承接；概念=CPO概念,AI芯片；20日涨幅35.66%；量比1.16；换手9.55%；当日涨幅2.31%，追高压力相对可控",1
33.5,30.9,30.722,30.660499999999995,25.308,33.96,27.88,1.0822021555490824,6.44476957115552,17.957746478873247,11.666666666666671,0.8580246913580245,0.1419753086419755,0.21913580246913594,0.03182686187142281,9.042380053381933,9.261101417132807,-1.3545347467608906,133065318.0,5.25,6.62,30.72,2.3582089552238727,-1.9402985074626788,301273.SZ,瑞晨环保,2026-06-03,-39.08,3.27,2854495538.0,True,True,False,core,['AI芯片'],3.968661,10.104154,6.267732,main_theme,主线三日趋势承接,2,597.843,"main_theme,broad_trend",2,命中主线三日趋势承接、宽基趋势承接；概念=AI芯片；20日涨幅17.96%；量比1.08；换手5.25%；当日涨幅6.62%，需等分时承接确认,2
24.68,23.922,23.236,21.532500000000002,18.372333333333334,25.48,22.08,1.0477708250443087,6.284173396277357,32.11991434689509,0.4477004477004414,0.5811518324607327,0.41884816753926735,0.13612565445026073,0.33684210526314473,6.214494749526594,14.61743875536979,-3.139717425431712,669473250.0,7.39,3.92,23.57,2.309562398703413,-9.886547811993518,300151.SZ,昌红科技,2026-06-03,191.51,8.45,12987905778.0,True,True,False,core,['半导体概念'],3.750486,11.4795,3.750486,main_theme,主线三日趋势承接,4,579.752,"main_theme,broad_trend,breakout_theme",3,命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=半导体概念；20日涨幅32.12%；量比1.05；换手7.39%；当日涨幅3.92%，追高压力相对可控,3
71.71,67.674,65.41900000000001,62.1125,56.40566666666667,73.16,61.3,1.0908929657599735,7.158939933457291,13.483146067415717,3.9727417717848112,0.8198757763975151,0.1801242236024849,0.09689440993788838,-0.9321906480228535,9.616472278695753,15.451801167236852,-1.98195735374523,8723599980.32,8.45,7.82,65.11,3.653604797099441,-5.285176404964432,000657.SZ,中钨高新,2026-06-03,61.54,22.32,226743923844.0,True,True,False,core,"['PCB', '新材料']",3.693569,11.705746,3.693569,main_theme,主线三日趋势承接,6,568.468,"main_theme,fund_flow,broad_trend,breakout_theme",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=PCB,新材料；20日涨幅13.48%；量比1.09；换手8.45%；当日涨幅7.82%，需等分时承接确认",4
65.6,62.652,61.438,58.297000000000004,49.140166666666666,68.61,58.08,1.2123447646893906,7.560148946286853,29.363044764346284,3.715415019762844,0.72258064516129,0.27741935483871,0.24516129032258274,-0.17125953604234212,6.774309059539689,12.527231246890906,-4.387115580819128,1816741878.0,12.86,2.13,63.36,20.304878048780495,2.2713414634146556,300726.SZ,宏达电子,2026-06-03,98.31,7.71,36942034097.0,True,True,False,core,"['半导体概念', 'MLCC']",3.751116,11.93979,3.751116,main_theme,主线三日趋势承接,3,548.756,main_theme,1,"命中主线三日趋势承接；概念=半导体概念,MLCC；20日涨幅29.36%；量比1.21；换手12.86%；当日涨幅2.13%，追高压力相对可控",5
17.24,16.735999999999997,16.393,16.1365,14.614,17.68,15.22,1.1321516189540428,5.6809830003631845,19.307958477508635,10.442024343369624,0.8135593220338933,0.1864406779661068,0.3389830508474565,-0.4694835680751055,5.166839504666612,6.83853375886963,-2.488687782805428,355056349.0,6.38,1.17,16.76,2.78422273781902,3.480278422273786,603386.SH,骏亚科技,2026-06-04,-82.9,5.18,6780982797.0,True,True,False,core,"['PCB', '半导体概念']",4.313094,10.647847,7.681665,main_theme,主线三日趋势承接,2,623.0,"main_theme,broad_trend,breakout_theme",3,"命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=PCB,半导体概念；20日涨幅19.31%；量比1.13；换手6.38%；当日涨幅1.17%，追高压力相对可控",1
17.56,17.366,17.055,16.2725,13.199000000000002,18.73,16.11,1.2389421555446123,8.764524438155277,14.696276943174396,5.974652987326493,0.9294871794871776,0.07051282051282232,0.46794871794871756,-2.658959537572258,2.961008501905596,7.9121216776770495,-6.246663107314475,1549396404.0,8.19,1.5,16.11,-4.669703872437358,-5.5808656036446465,603002.SH,宏昌电子,2026-06-04,15872.4,8.65,29746879291.0,True,True,False,core,['PCB'],4.304454,11.163919,4.304454,main_theme,主线三日趋势承接,3,593.0,"main_theme,fund_flow,broad_trend",3,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接；概念=PCB；20日涨幅14.70%；量比1.24；换手8.19%；当日涨幅1.50%，追高压力相对可控,2
74.33,68.746,67.181,62.669500000000006,56.55016666666666,74.81,61.3,1.0834666854144321,7.291812426488724,22.920456424673404,9.308823529411754,0.9173838209982782,0.08261617900172183,0.25817555938037856,-1.687351833774926,10.641401586758164,18.606339606985827,-0.6416254511429003,7680795539.2,7.27,3.65,69.0,-5.6908381541773245,-4.749091887528589,000657.SZ,中钨高新,2026-06-04,61.54,22.32,226743923844.0,True,True,False,core,"['PCB', '新材料']",4.284089,12.114896,4.284089,main_theme,主线三日趋势承接,4,591.0,"main_theme,fund_flow,broad_trend",3,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接；概念=PCB,新材料；20日涨幅22.92%；量比1.08；换手7.27%；当日涨幅3.65%，追高压力相对可控",3
77.67,76.898,75.869,66.6545,52.63633333333334,89.74,71.31,1.2688632394742967,9.36052667313818,40.45207956600362,-0.7665772326561893,0.7461773700305813,0.25382262996941873,0.7431192660550445,-2.924999999999997,2.37382857293494,16.526266043552965,-13.449966570091362,1925780880.0,12.99,-2.91,75.23,-4.956868803914006,-7.802240247199698,301071.SZ,力量钻石,2026-06-04,176.53,4.82,25402577749.0,True,True,False,core,"['半导体概念', '新材料']",4.340156,12.576074,4.340156,main_theme,主线三日趋势承接,1,590.0,main_theme,1,"命中主线三日趋势承接；概念=半导体概念,新材料；20日涨幅40.45%；量比1.27；换手12.99%；当日涨幅-2.91%，追高压力相对可控",4
685.64,651.832,631.067,590.1015,488.63866666666667,714.0,587.81,1.0403685707835792,6.847658373069095,32.05701078582433,7.24855310495856,0.7824675324675318,0.21753246753246822,0.5401785714285695,-1.1604740783829044,8.647734709626704,16.19018084177044,-3.9719887955182145,4380402111.0,3.97,-0.29,666.36,-5.346829239834305,-8.551134706259845,300757.SZ,罗博特科,2026-06-04,-634.61,60.61,98536808457.0,True,True,False,core,"['CPO概念', '半导体概念']",4.091924,12.284733,23.223639,main_theme,主线三日趋势承接,5,536.0,"main_theme,broad_trend",2,"命中主线三日趋势承接、宽基趋势承接；概念=CPO概念,半导体概念；20日涨幅32.06%；量比1.04；换手3.97%；当日涨幅-0.29%，追高压力相对可控",5
6.94,6.382,6.479000000000001,6.118,5.484666666666667,7.15,5.81,1.2137283563922994,5.805257467583815,24.150268336314866,14.14473684210526,0.6769230769230772,0.3230769230769229,0.5846153846153841,2.533532041728776,7.115295570304056,13.43576332134684,-2.937062937062933,1970616264.0,9.59,3.43,6.5,-2.737752161383289,12.247838616714702,600226.SH,亨通股份,2026-06-05,109.03,8.45,31320234289.0,True,True,False,core,['PCB'],4.287545,11.715844,4.287545,main_theme,主线三日趋势承接,1,614.0,"main_theme,breakout_theme",2,命中主线三日趋势承接、主线突破增强；概念=PCB；20日涨幅24.15%；量比1.21；换手9.59%；当日涨幅3.43%，追高压力相对可控,1
10.32,9.93,9.815999999999999,9.7375,8.471166666666667,10.68,9.26,1.0271652906368134,5.318122042334142,10.610932475884255,6.172839506172849,0.8450704225352119,0.15492957746478814,0.29577464788732305,-1.4880952380952408,5.134474327628368,5.982028241335044,-3.3707865168539257,208556234.0,9.45,2.38,9.72,-1.8410852713178216,7.267441860465107,300665.SZ,飞鹿股份,2026-06-05,-103.62,5.5,2479039884.0,True,True,False,core,"['半导体概念', '新材料']",4.142189,9.876935,8.10276,main_theme,主线三日趋势承接,3,601.0,"main_theme,broad_trend,breakout_theme",3,"命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=半导体概念,新材料；20日涨幅10.61%；量比1.03；换手9.45%；当日涨幅2.38%，追高压力相对可控",2
5.59,5.5360000000000005,5.763,5.572000000000001,5.256833333333333,6.99,5.09,1.170765659712738,5.2509439047486905,0.17921146953405298,0.9025270758122588,0.892857142857142,0.10714285714285794,0.5892857142857139,-1.275045537340631,-3.0019087280929995,0.32304379038046704,-20.028612303290416,303413788.15,11.1,1.82,5.09,-6.261180679785328,-5.545617173524143,002388.SZ,新亚制程,2026-06-05,144.82,2.77,2660734496.0,True,True,False,core,['半导体概念'],4.159201,9.661762,4.466701,main_theme,主线三日趋势承接,2,599.0,"main_theme,broad_trend",2,命中主线三日趋势承接、宽基趋势承接；概念=半导体概念；20日涨幅0.18%；量比1.17；换手11.10%；当日涨幅1.82%，追高压力相对可控,3
9.26,9.114,9.008,8.891499999999999,8.969333333333335,9.58,8.75,1.2446420131971738,4.938871579058659,6.682027649769594,4.0449438202247165,0.7999999999999989,0.200000000000001,0.17142857142856796,-0.6593406593406712,2.797513321492005,4.144407580273295,-3.3402922755741145,304917320.66,2.74,1.76,8.98,-5.507559395248373,-21.382289416846646,002243.SZ,力合科创,2026-06-05,-92.28,1.1,7929457634.0,True,True,False,core,['半导体概念'],3.995721,10.062925,8.357292,main_theme,主线三日趋势承接,4,578.979,"main_theme,broad_trend,breakout_theme",3,命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=半导体概念；20日涨幅6.68%；量比1.24；换手2.74%；当日涨幅1.76%，追高压力相对可控,4
13.14,12.604,12.584,12.3895,12.264999999999999,13.37,11.83,1.39914176798743,5.13895953534624,3.8735177865612656,7.6167076167076,0.7745098039215699,0.22549019607843016,0.41176470588235303,-1.0077519379845086,4.418308963763522,6.057548730780098,-1.7202692595362663,1095825126.0,8.34,1.86,12.35,-2.3592085235920934,-1.9025875190258779,603328.SH,XD依顿电,2026-06-05,85.34,3.09,12859940830.0,True,True,False,core,['PCB'],3.980253,10.632559,4.207753,main_theme,主线三日趋势承接,5,572.901,"main_theme,fund_flow,broad_trend,breakout_theme",4,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=PCB；20日涨幅3.87%；量比1.40；换手8.34%；当日涨幅1.86%，追高压力相对可控,5
13.24,12.684000000000001,12.219,11.903,11.582,13.27,11.51,1.688425732478119,4.949652599978525,12.489379779099409,11.354079058031957,1.0,0.0,0.07594936708860814,-2.6459143968871643,8.355839266715776,11.23246240443585,-0.22607385079125208,1894944275.69,9.05,3.04,12.45,1.5105740181268867,-2.7190332326283984,002171.SZ,楚江新材,2026-06-08,41.13,2.63,23061947161.0,True,True,False,core,"['铜缆高速连接', 'PCB', '半导体概念', '新材料']",3.875642,11.590491,4.218142,main_theme,主线三日趋势承接,1,675.378,"main_theme,fund_flow,broad_trend,breakout_theme",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=铜缆高速连接,PCB,半导体概念；20日涨幅12.49%；量比1.69；换手9.05%；当日涨幅3.04%，追高压力相对可控",1
43.48,42.53,39.531,39.7255,40.2725,44.45,39.58,2.0262826047026827,5.9888309802340745,5.100314237370071,2.668240850059007,0.7568922305764397,0.24310776942356027,0.01754385964912287,-2.9221556886227518,9.989628392906823,9.451108230229949,-2.1822272215973157,3162112583.0,9.29,4.14,40.46,2.828886844526224,-5.519779208831643,301236.SZ,软通动力,2026-06-08,-30.84,3.25,43157041083.0,True,True,False,core,['液冷概念'],2.896136,11.781276,4.964778,main_theme,主线三日趋势承接,3,627.481,"main_theme,fund_flow,broad_trend,breakout_theme",4,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=液冷概念；20日涨幅5.10%；量比2.03；换手9.29%；当日涨幅4.14%，追高压力相对可控,2
56.44,54.628,54.867000000000004,54.3605,49.733333333333334,59.8,50.51,1.0719939534811485,5.348499490689713,4.518518518518519,5.772113943028472,0.6423841059602635,0.35761589403973654,0.1026490066225172,-1.243243243243242,2.866932764685501,3.8253879195371496,-5.618729096989966,145294520.0,10.37,1.69,54.5,-0.8150248051027709,-5.173635719347969,301512.SZ,智信精密,2026-06-08,-23.87,2.34,2465603082.0,True,True,False,core,['PCB'],3.232835,9.460169,5.329835,main_theme,主线三日趋势承接,2,606.164,"main_theme,fund_flow,broad_trend",3,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接；概念=PCB；20日涨幅4.52%；量比1.07；换手10.37%；当日涨幅1.69%，追高压力相对可控,3
16.57,15.894,15.419999999999998,15.104000000000003,14.145999999999999,16.57,13.8,1.4617604372299982,4.9701435012269455,11.883862255232941,7.179818887451489,1.0,0.0,0.0272727272727267,-2.3314429741650855,7.457846952010399,9.706038135593204,0.0,808065104.0,11.38,4.41,15.47,-0.06035003017502705,-5.431502715751357,603212.SH,赛伍技术,2026-06-08,-114.37,2.21,5276137070.0,True,False,True,satellite,"['新材料', 'MLCC']",2.775596,10.9634,7.49081,main_theme,主线三日趋势承接,5,509.878,"main_theme,fund_flow,broad_trend,breakout_theme",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=新材料,MLCC；20日涨幅11.88%；量比1.46；换手11.38%；当日涨幅4.41%，追高压力相对可控",4
9.36,8.754000000000001,8.656,8.1495,6.920333333333334,9.56,8.13,0.9998332299093192,6.9847078737424395,17.884130982367736,9.09090909090908,0.8529411764705875,0.1470588235294124,0.29411764705882354,-2.6047565118912814,8.13308687615526,14.853672004417447,-2.092050209205027,409414659.0,12.95,6.0,8.2,1.0683760683760868,5.128205128205132,300234.SZ,开尔新材,2026-06-08,359.26,4.95,5585199099.0,True,False,True,satellite,['新材料'],2.854367,10.506203,2.854367,main_theme,主线三日趋势承接,4,481.272,"main_theme,breakout_theme",2,命中主线三日趋势承接、主线突破增强；概念=新材料；20日涨幅17.88%；量比1.00；换手12.95%；当日涨幅6.00%，需等分时承接确认,5
17.84,17.509999999999998,16.878,16.508000000000003,14.767166666666666,18.4,16.4,1.133878389176891,5.951968269828968,12.768647281921616,4.694835680751169,0.8499999999999989,0.1500000000000011,0.7750000000000006,0.3952569169960469,5.699727455859687,8.068815119941817,-3.0434782608695627,359129359.0,6.24,0.73,17.16,4.204035874439471,-3.419282511210764,603386.SH,骏亚科技,2026-06-09,-82.9,5.18,6780982797.0,True,True,False,core,"['PCB', '半导体概念']",4.717811,10.327562,8.086383,main_theme,主线三日趋势承接,1,643.0,"main_theme,broad_trend,breakout_theme",3,"命中主线三日趋势承接、宽基趋势承接、主线突破增强；概念=PCB,半导体概念；20日涨幅12.77%；量比1.13；换手6.24%；当日涨幅0.73%，追高压力相对可控",1
21.8,21.348,21.020999999999997,20.0045,18.779666666666667,22.61,20.25,1.2835252029612247,5.107801360117496,21.44846796657383,5.671352399418339,0.8977272727272728,0.10227272727272722,0.8636363636363623,0.0,3.7058179915322853,8.975480516883707,-3.582485625829264,1317487575.25,4.65,0.14,21.01,-2.5229357798165153,-6.743119266055054,000887.SZ,中鼎股份,2026-06-09,17.73,1.58,22841097110.0,True,True,False,core,['液冷概念'],4.708014,11.475695,5.806443,main_theme,主线三日趋势承接,2,642.0,"main_theme,fund_flow,broad_trend,quality_trend",4,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、质量趋势；概念=液冷概念；20日涨幅21.45%；量比1.28；换手4.65%；当日涨幅0.14%，追高压力相对可控,2
141.09,136.38600000000002,132.88299999999998,121.77649999999998,101.05633333333334,142.78,125.0,1.2483577714747451,7.180059430416621,25.324213892343224,8.697996918335903,0.8697524219590952,0.13024757804090475,0.5371367061356295,0.7299270072992812,6.176109810886274,15.859792324463285,-1.1836391651491738,17184829215.45,6.5,2.99,133.01,-7.4349705861506905,-11.262314834502796,002463.SZ,沪电股份,2026-06-09,57.05,17.91,283420261729.0,True,True,False,core,['PCB'],4.675938,12.749714,4.675938,main_theme,主线三日趋势承接,4,613.0,"main_theme,fund_flow,broad_trend,breakout_theme",4,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=PCB；20日涨幅25.32%；量比1.25；换手6.50%；当日涨幅2.99%，追高压力相对可控,3
288.68,285.668,286.023,264.2405,204.99283333333332,309.49,260.49,0.8333055446253305,8.414024437371873,23.700561340360807,0.9405923284030848,0.9860917941585543,0.013908205841445666,0.6571627260083444,2.2616775308819825,0.9289462735514178,9.248960700573903,-6.723965233125455,1409238917.0,1.17,3.97,274.5,-6.190245254260773,-4.046002494111134,301200.SZ,大族数控,2026-06-09,140.37,16.42,181314290208.0,True,True,False,core,['PCB'],4.695076,11.167318,4.695076,main_theme,主线三日趋势承接,3,589.0,"main_theme,fund_flow,broad_trend",3,命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接；概念=PCB；20日涨幅23.70%；量比0.83；换手1.17%；当日涨幅3.97%，追高压力相对可控,4
168.2,163.18,159.538,152.915,110.5,185.61,146.62,1.1481509479998602,10.385843640463769,33.502658941185814,11.82767103251112,0.9072368421052616,0.09276315789473838,0.6059210526315788,0.0061120958376506,5.429427471824894,9.995749272471642,-9.379882549431613,3363688898.0,11.45,2.81,154.41,-5.107015457788333,-20.380499405469678,300776.SZ,帝尔激光,2026-06-09,84.75,11.93,55478101692.0,True,True,False,core,['玻璃基板'],4.522595,12.3501,4.522595,main_theme,主线三日趋势承接,5,535.0,"main_theme,broad_trend",2,命中主线三日趋势承接、宽基趋势承接；概念=玻璃基板；20日涨幅33.50%；量比1.15；换手11.45%；当日涨幅2.81%，追高压力相对可控,5
72.9,71.21,69.442,64.593,56.966833333333334,74.81,64.57,1.001065279261979,7.89476516084685,23.45469940728198,-1.9238530875824011,0.7343750000000014,0.26562499999999856,0.15312500000000082,-2.288135593220332,4.979695285274062,12.860526682457845,-2.5531346076727743,7404502193.07,7.03,2.97,68.2,6.927297668038412,19.20438957475994,000657.SZ,中钨高新,2026-06-10,61.54,22.32,226743923844.0,True,True,False,core,"['PCB', '新材料']",3.984896,12.043296,3.984896,main_theme,主线三日趋势承接,2,655.924,"main_theme,fund_flow,broad_trend,breakout_theme",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=PCB,新材料；20日涨幅23.45%；量比1.00；换手7.03%；当日涨幅2.97%，追高压力相对可控",1
40.01,38.374,37.089999999999996,35.5895,35.13633333333333,40.62,36.64,1.1194144953278413,5.921108079678443,17.056758338209477,5.678816693079767,0.8319559228650137,0.16804407713498629,0.0165289256198334,-0.7766470273165709,7.872741978970083,12.420798269152414,-1.501723289020191,4244682569.0,3.95,7.15,36.99,2.47438140464884,16.445888527868057,600160.SH,巨化股份,2026-06-10,29.32,6.68,137552062827.0,True,True,False,core,"['半导体概念', '液冷概念', '工业气体']",3.800676,11.600098,3.962962,main_theme,主线三日趋势承接,3,631.003,"main_theme,fund_flow,broad_trend,breakout_theme",4,"命中主线三日趋势承接、资金/量能承接近似、宽基趋势承接、主线突破增强；概念=半导体概念,液冷概念,工业气体；20日涨幅17.06%；量比1.12；换手3.95%；当日涨幅7.15%，需等分时承接确认",2
